station_origin,station_destination,flows,prodsimest1,prodsimest4,prodsimest5,prodsimest6
Vauxhall,Liverpool Street,230,539,547,526,471
Vauxhall,Oxford Circus,2152,433,439,529,620
Vauxhall,Stratford,80,476,483,357,233
Vauxhall,Warren Street,1078,196,199,217,227
Vauxhall,Waterloo,10,257,260,314,370
Vauxhall,Westminster,17,185,188,248,325
Victoria,Bank and Monument,480,1411,,,
Victoria,Bond Street,365,504,,,
Victoria,Canary Wharf,379,1049,,,
Victoria,Euston,1968,403,,,
Victoria,Green Park,1989,651,,,
Victoria,Liverpool Street,550,1133,,,
Victoria,Oxford Circus,5181,939,,,
Victoria,Stratford,222,987,,,
Victoria,Warren Street,2599,418,,,
Victoria,Waterloo,98,556,,,
Victoria,Westminster,227,411,,,
Walthamstow Central,Bank and Monument,66,735,745,804,861
Walthamstow Central,Bond Street,84,242,246,237,221
Walthamstow Central,Canary Wharf,68,561,322,527,469
Walthamstow Central,Euston,391,205,208,214,217
Walthamstow Central,Green Park,439,295,300,285,262
Walthamstow Central,Liverpool Street,1547,601,610,680,757
Walthamstow Central,Oxford Circus,1008,450,457,447,426
Walthamstow Central,Stratford,0,550,558,570,572
Walthamstow Central,Warren Street,664,209,212,215,214
Walthamstow Central,Waterloo,204,267,271,269,260
Walthamstow Central,Westminster,96,189,191,185,174
Wanstead,Bank and Monument,130,89,91,94,96
Wanstead,Bond Street,40,29,30,27,24
Wanstead,Canary Wharf,60,71,41,81,90
Wanstead,Euston,6,25,25,24,21
Wanstead,Green Park,14,36,37,33,29
Wanstead,Liverpool Street,170,73,74,79,83
Wanstead,Oxford Circus,55,55,55,51,45
Wanstead,Stratford,370,73,74,110,173
Wanstead,Warren Street,7,25,26,24,21
Wanstead,Waterloo,51,33,33,32,30
Wanstead,Westminster,22,23,23,22,20
Warren Street,Bank and Monument,21,79,80,77,64
Warren Street,Bond Street,4,29,29,42,57
Warren Street,Canary Wharf,61,58,33,41,23
Warren Street,Euston,8,26,27,62,148
Warren Street,Green Park,66,34,35,46,55
Warren Street,Liverpool Street,8,64,64,60,48
Warren Street,Oxford Circus,42,55,56,95,156
Warren Street,Stratford,13,55,56,37,19
Warren Street,Waterloo,72,30,30,33,32
Warren Street,Westminster,10,21,21,23,23
Warwick Avenue,Bank and Monument,119,101,102,94,78
Warwick Avenue,Bond Street,19,36,36,44,51
Warwick Avenue,Canary Wharf,134,77,44,58,38
Warwick Avenue,Euston,7,29,30,32,31
Warwick Avenue,Green Park,25,43,44,49,51
Warwick Avenue,Liverpool Street,88,82,83,76,64
Warwick Avenue,Oxford Circus,187,67,68,81,94
Warwick Avenue,Stratford,12,73,74,54,34
Warwick Avenue,Warren Street,6,30,31,34,35
Warwick Avenue,Waterloo,76,38,39,38,35
Warwick Avenue,Westminster,24,27,27,28,26
Waterloo,Bank and Monument,15946,2697,,,
Waterloo,Bond Street,2164,893,,,
Waterloo,Canary Wharf,8085,1945,,,
Waterloo,Euston,1190,732,,,
Waterloo,Green Park,1389,1122,,,
Waterloo,Liverpool Street,1571,2143,,,
Waterloo,Oxford Circus,2425,1680,,,
Waterloo,Stratford,1268,1822,,,
Waterloo,Warren Street,923,760,,,
Waterloo,Waterloo,58,4902,,,
Waterloo,Westminster,717,775,,,
Watford,Bank and Monument,10,68,69,66,63
Watford,Bond Street,27,23,24,24,24
Watford,Canary Wharf,56,53,30,48,43
Watford,Green Park,16,28,29,29,28
Watford,Liverpool Street,55,55,56,54,51
Watford,Oxford Circus,15,43,44,44,45
Watford,Stratford,8,51,52,47,42
Watford,Warren Street,0,20,20,20,20
Watford,Waterloo,23,25,26,25,24
Watford,Westminster,28,18,18,18,17
Watford High Street,Euston,41,43,43,40,31
Watford High Street,Stratford,0,113,113,92,61
Watford Junction,Euston,0,45,45,44,37
Watford Junction,Stratford,2,118,118,100,73
Wembley Central,Bank and Monument,29,93,95,88,80
Wembley Central,Bond Street,14,32,33,34,36
Wembley Central,Canary Wharf,21,72,41,61,48
Wembley Central,Euston,77,27,27,29,31
Wembley Central,Green Park,7,39,40,40,40
Wembley Central,Liverpool Street,14,76,77,73,66
Wembley Central,Oxford Circus,49,60,60,62,64
Wembley Central,Stratford,11,69,70,58,45
Wembley Central,Warren Street,1,27,28,29,30
Wembley Central,Waterloo,23,35,35,34,32
Wembley Central,Westminster,5,25,25,24,23
Wembley Park,Bank and Monument,72,291,295,283,267
Wembley Park,Bond Street,164,101,102,110,120
Wembley Park,Canary Wharf,224,224,128,194,159
Wembley Park,Euston,3,83,84,87,89
Wembley Park,Green Park,119,122,124,130,136
Wembley Park,Liverpool Street,210,237,240,231,217
Wembley Park,Oxford Circus,99,186,189,205,222
Wembley Park,Stratford,59,216,219,189,157
Wembley Park,Warren Street,1,85,86,90,94
Wembley Park,Waterloo,160,109,110,110,109
Wembley Park,Westminster,118,77,78,79,78
West Acton,Bank and Monument,89,55,56,52,46
West Acton,Bond Street,42,19,19,21,22
West Acton,Canary Wharf,23,42,24,35,27
West Acton,Euston,8,16,16,16,15
West Acton,Green Park,6,23,24,24,24
West Acton,Liverpool Street,78,45,45,41,35
West Acton,Oxford Circus,39,35,36,38,39
West Acton,Stratford,10,40,41,32,23
West Acton,Warren Street,9,16,16,17,16
West Acton,Waterloo,5,21,21,20,19
West Acton,Westminster,8,15,15,15,14
West Brompton,Bank and Monument,55,146,148,135,108
West Brompton,Bond Street,11,51,52,56,56
West Brompton,Canary Wharf,25,111,64,86,56
West Brompton,Euston,8,42,42,42,37
West Brompton,Green Park,21,63,64,77,85
West Brompton,Liverpool Street,20,118,119,105,81
West Brompton,Oxford Circus,27,95,96,106,107
West Brompton,Stratford,7,105,106,76,45
West Brompton,Warren Street,12,43,44,45,41
West Brompton,Waterloo,3,55,56,59,55
West Brompton,Westminster,32,40,40,44,45
West Finchley,Bank and Monument,144,74,75,73,70
West Finchley,Bond Street,8,25,26,27,28
West Finchley,Canary Wharf,16,57,32,50,41
West Finchley,Euston,45,21,22,24,28
West Finchley,Green Park,25,31,31,32,33
West Finchley,Liverpool Street,18,60,61,60,58
West Finchley,Oxford Circus,40,47,48,51,54
West Finchley,Stratford,11,54,55,47,38
West Finchley,Warren Street,43,22,22,24,27
West Finchley,Waterloo,32,27,28,28,27
West Finchley,Westminster,11,19,20,20,19
West Ham,Bank and Monument,29,355,360,377,357
West Ham,Bond Street,205,115,117,100,74
West Ham,Canary Wharf,608,291,167,384,470
West Ham,Euston,8,97,98,87,68
West Ham,Green Park,218,141,143,123,93
West Ham,Liverpool Street,61,291,295,323,321
West Ham,Oxford Circus,50,214,217,189,144
West Ham,Stratford,997,304,308,608,1227
West Ham,Warren Street,8,99,100,87,67
West Ham,Waterloo,384,128,130,121,99
West Ham,Westminster,105,90,92,82,65
West Hampstead,Bank and Monument,124,409,415,387,334
West Hampstead,Bond Street,555,144,146,170,192
West Hampstead,Canary Wharf,680,311,178,247,173
West Hampstead,Euston,5,118,119,126,126
West Hampstead,Green Park,329,174,176,192,200
West Hampstead,Liverpool Street,184,333,337,315,272
West Hampstead,Oxford Circus,107,267,270,315,353
West Hampstead,Stratford,76,300,304,242,173
West Hampstead,Warren Street,6,121,123,133,137
West Hampstead,Waterloo,254,153,155,155,146
West Hampstead,Westminster,321,109,111,112,106
West Harrow,Bank and Monument,5,48,49,46,40
West Harrow,Bond Street,15,17,17,17,17
West Harrow,Canary Wharf,29,37,22,32,26
West Harrow,Green Park,7,20,21,20,19
West Harrow,Liverpool Street,42,39,40,37,33
West Harrow,Oxford Circus,16,31,31,32,31
West Harrow,Stratford,4,36,37,31,25
West Harrow,Warren Street,0,14,14,14,13
West Harrow,Waterloo,15,18,18,18,16
West Harrow,Westminster,20,13,13,13,11
West India Quay,Bank and Monument,81,36,39,22,9
West India Quay,Canary Wharf,0,35,22,68,106
West India Quay,Stratford,19,27,30,16,6
West Kensington,Bank and Monument,133,113,114,102,81
West Kensington,Bond Street,17,39,40,42,41
West Kensington,Canary Wharf,80,86,49,66,42
West Kensington,Euston,26,32,33,32,28
West Kensington,Green Park,28,49,49,57,61
West Kensington,Liverpool Street,14,91,92,80,61
West Kensington,Oxford Circus,56,73,74,79,78
West Kensington,Stratford,11,81,82,58,34
West Kensington,Warren Street,27,33,34,34,30
West Kensington,Waterloo,21,43,43,44,41
West Kensington,Westminster,70,31,31,33,33
West Ruislip,Bank and Monument,82,56,57,55,52
West Ruislip,Bond Street,28,19,19,20,21
West Ruislip,Canary Wharf,12,43,25,39,34
West Ruislip,Euston,1,16,16,16,16
West Ruislip,Green Park,4,23,24,24,25
West Ruislip,Liverpool Street,62,45,46,44,41
West Ruislip,Oxford Circus,36,35,36,37,38
West Ruislip,Stratford,13,41,42,37,31
West Ruislip,Warren Street,3,16,17,17,17
West Ruislip,Waterloo,5,21,21,21,20
West Ruislip,Westminster,10,15,15,15,15
West Silvertown,Bank and Monument,195,200,218,154,105
West Silvertown,Canary Wharf,22,167,103,173,167
West Silvertown,Stratford,129,159,173,157,144
Westbourne Park,Bank and Monument,13,103,105,97,84
Westbourne Park,Bond Street,17,37,37,44,50
Westbourne Park,Canary Wharf,35,79,45,62,43
Westbourne Park,Green Park,21,44,45,49,52
Westbourne Park,Liverpool Street,146,84,85,79,69
Westbourne Park,Oxford Circus,21,68,69,81,93
Westbourne Park,Stratford,13,75,76,57,38
Westbourne Park,Warren Street,0,31,31,34,35
Westbourne Park,Waterloo,16,39,39,39,37
Westbourne Park,Westminster,19,28,28,28,27
Westferry,Bank and Monument,1216,495,542,392,258
Westferry,Canary Wharf,25,445,275,687,1006
Westferry,Stratford,28,368,403,266,157
Westminster,Bank and Monument,66,64,65,70,66
Westminster,Bond Street,40,22,22,27,30
Westminster,Canary Wharf,257,47,27,35,21
Westminster,Euston,7,18,18,18,16
Westminster,Green Park,25,28,29,44,65
Westminster,Liverpool Street,25,51,52,51,43
Westminster,Oxford Circus,6,41,42,51,58
Westminster,Stratford,42,44,44,29,16
Westminster,Warren Street,3,18,19,20,20
Westminster,Waterloo,15,26,27,52,98
White City,Bank and Monument,181,105,107,99,87
White City,Bond Street,98,37,38,44,51
White City,Canary Wharf,38,80,46,64,46
White City,Euston,9,30,31,32,31
White City,Green Park,25,45,45,50,53
White City,Liverpool Street,137,85,86,78,66
White City,Oxford Circus,133,68,69,79,87
White City,Stratford,47,76,77,58,39
White City,Warren Street,7,31,31,34,34
White City,Waterloo,25,39,40,40,37
White City,Westminster,27,28,28,29,28
White Hart Lane,Liverpool Street,231,242,242,232,194
White Hart Lane,Stratford,2,221,221,197,150
Whitechapel,Bank and Monument,411,505,512,701,925
Whitechapel,Bond Street,7,157,159,142,112
Whitechapel,Canary Wharf,0,384,220,440,462
Whitechapel,Euston,6,132,134,128,110
Whitechapel,Green Park,2,192,195,176,142
Whitechapel,Liverpool Street,153,422,428,668,1030
Whitechapel,Oxford Circus,18,292,296,273,224
Whitechapel,Stratford,235,363,368,389,376
Whitechapel,Warren Street,0,135,137,126,104
Whitechapel,Waterloo,18,177,179,185,174
Whitechapel,Westminster,90,124,126,122,106
Willesden Green,Bank and Monument,102,237,240,228,208
Willesden Green,Bond Street,270,83,84,95,106
Willesden Green,Canary Wharf,204,181,104,150,114
Willesden Green,Euston,8,68,69,72,74
Willesden Green,Green Park,183,100,101,109,115
Willesden Green,Liverpool Street,129,193,195,185,169
Willesden Green,Oxford Circus,78,153,155,175,196
Willesden Green,Stratford,39,174,177,147,114
Willesden Green,Warren Street,5,70,71,75,79
Willesden Green,Waterloo,161,89,90,90,88
Willesden Green,Westminster,157,63,64,65,64
Willesden Junction,Bank and Monument,17,209,212,195,169
Willesden Junction,Bond Street,14,73,74,80,85
Willesden Junction,Canary Wharf,21,160,92,129,95
Willesden Junction,Euston,144,61,62,68,73
Willesden Junction,Green Park,14,88,89,92,92
Willesden Junction,Liverpool Street,19,171,173,160,141
Willesden Junction,Oxford Circus,96,135,136,144,148
Willesden Junction,Stratford,49,154,156,122,89
Willesden Junction,Warren Street,2,62,63,67,71
Willesden Junction,Waterloo,30,78,79,75,69
Willesden Junction,Westminster,10,56,56,55,51
Wimbledon,Bank and Monument,126,297,301,290,275
Wimbledon,Bond Street,10,102,103,108,114
Wimbledon,Canary Wharf,1,229,131,202,170
Wimbledon,Euston,4,84,85,86,85
Wimbledon,Green Park,45,125,127,138,151
Wimbledon,Liverpool Street,10,240,244,230,213
Wimbledon,Oxford Circus,17,189,191,202,213
Wimbledon,Stratford,1,218,221,184,146
Wimbledon,Warren Street,6,86,88,89,91
Wimbledon,Waterloo,1,111,113,116,119
Wimbledon,Westminster,40,79,80,85,89
Wimbledon Park,Bank and Monument,38,77,78,74,66
Wimbledon Park,Bond Street,12,27,27,28,28
Wimbledon Park,Canary Wharf,27,60,34,51,40
Wimbledon Park,Euston,5,22,22,22,21
Wimbledon Park,Green Park,29,33,33,36,38
Wimbledon Park,Liverpool Street,9,63,64,58,51
Wimbledon Park,Oxford Circus,23,49,50,52,52
Wimbledon Park,Stratford,3,57,58,46,34
Wimbledon Park,Warren Street,9,23,23,23,22
Wimbledon Park,Westminster,9,21,21,22,22
Wood Green,Bank and Monument,149,275,279,282,280
Wood Green,Bond Street,48,93,94,98,100
Wood Green,Canary Wharf,64,211,121,189,161
Wood Green,Euston,79,79,80,91,104
Wood Green,Green Park,121,113,115,117,118
Wood Green,Liverpool Street,86,224,227,233,235
Wood Green,Oxford Circus,227,173,176,186,195
Wood Green,Stratford,51,206,209,201,188
Wood Green,Warren Street,147,81,82,91,100
Wood Green,Waterloo,74,101,103,103,101
Wood Green,Westminster,31,72,73,73,72
Wood Lane,Bank and Monument,0,51,52,46,38
Wood Lane,Bond Street,0,18,18,20,20
Wood Lane,Canary Wharf,0,39,22,30,21
Wood Lane,Green Park,0,22,22,22,22
Wood Lane,Liverpool Street,8,41,42,38,31
Wood Lane,Oxford Circus,0,33,33,36,37
Wood Lane,Stratford,0,37,38,28,19
Wood Lane,Warren Street,0,15,15,16,15
Wood Lane,Waterloo,0,19,19,18,16
Wood Lane,Westminster,0,14,14,13,12
Wood Street,Liverpool Street,632,290,290,287,253
Wood Street,Stratford,0,266,266,243,195
Woodford,Bank and Monument,317,209,212,221,228
Woodford,Bond Street,88,69,70,65,59
Woodford,Canary Wharf,192,167,96,186,206
Woodford,Euston,15,58,59,57,53
Woodford,Green Park,25,85,86,80,73
Woodford,Liverpool Street,424,171,174,185,196
Woodford,Oxford Circus,119,128,130,123,113
Woodford,Stratford,891,167,169,230,326
Woodford,Warren Street,18,59,60,57,53
Woodford,Waterloo,86,77,78,76,73
Woodford,Westminster,47,54,55,53,49
Woodside Park,Bank and Monument,240,136,139,137,135
Woodside Park,Bond Street,29,47,47,50,53
Woodside Park,Canary Wharf,42,105,60,94,81
Woodside Park,Euston,87,39,40,45,52
Woodside Park,Green Park,48,57,58,60,63
Woodside Park,Liverpool Street,27,111,113,113,112
Woodside Park,Oxford Circus,69,87,88,95,102
Woodside Park,Stratford,18,101,102,89,75
Woodside Park,Warren Street,102,40,41,45,51
Woodside Park,Waterloo,101,51,51,52,52
Woodside Park,Westminster,15,36,37,37,37
Woolwich Arsenal,Bank and Monument,1340,1867,2037,1622,1339
Woolwich Arsenal,Canary Wharf,82,1517,936,1546,1544
Woolwich Arsenal,Stratford,1642,1451,1584,1447,1410
